"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X11.1","X1.2","X2.2","X3.2","X4.2","X5.2","X6.2","X7.2","X8.2","X9.2","X10.2","X11.2"
"1",5.34829498504698,2.35385950209281,0.013157611184388,0.00165689547616519,0.943193844164814,0.237523468780345,0.745433832628795,0.0624151963651725,0.045717428460845,0.937527969357861,0.0228646533838973,1.06998462315051,0.775658899067134,0.0666566981600397,0.00659893300826578,0.905719429498259,0.0669902926883272,0.901180951679759,0.0792524791913894,0.0260493116548207,0.947551629731588,0.0610007472325684,2.12682600653055,1.89929758275462,0.0291383855406791,0.00331056415060074,0.916423202654431,0.0546084434779614,0.926733830221844,0.0382856773027353,0.0233470181534156,0.963436533785815,0.0293123111369334
"2",4.58815976617135,3.57062084066319,0.0321604814055203,0.00176361312887066,0.866839520123818,0.0884354055767268,0.881591092868414,0.0760411370435456,0.0314773087773945,0.952756013217814,0.0356533113085317,1.09859024196544,0.903557311145622,0.042065165377867,0.00519339719885961,0.93208914627135,0.0593257642430913,0.905297386374659,0.083188204059338,0.121411085734349,0.861028961354349,0.0300051155130724,0.78840711303344,0.613076647443575,0.0579647694510596,0.00717272530396221,0.924840746604025,0.0263602932528404,0.94788924166156,0.0639353233938571,0.000224136350292392,0.989071554083919,0.0254927106500888
"3",3.04686211813313,1.72305338662695,0.0221570249294687,0.00252419823565023,0.932196959009016,0.217873195965321,0.76382999026952,0.0286190633240488,0.0831597353094738,0.882173385103726,0.0364711374391558,2.67683814375325,1.58005309900227,0.0175821052196402,0.00346486028058467,0.941407285762604,0.282977298835177,0.699166336711239,0.0624875495065607,0.30171936410492,0.646340539015133,0.0310524140488958,1.49442456090435,0.990016333890632,0.0290378420573483,0.00370561393509345,0.935853863755578,0.148556059834729,0.80782518620177,0.096562363447174,0.117403393457536,0.856939576144226,0.0188127220614631
"4",4.16049527753816,3.14582393101173,0.0177797297745066,0.00150853861344982,0.946631683233505,0.099540662630181,0.889078352524071,0.0369690661113804,0.141492961470926,0.81757888744988,0.106699404293642,1.45043061992307,0.800359649294271,0.0566306683955925,0.00569880945746811,0.914673798755412,0.113370133828085,0.873172390006817,0.0524332259626089,0.0147489886576597,0.963162069667912,0.0521197914373064,2.82213939583604,2.33213067355382,0.0228142449558704,0.00220205841265983,0.924943411437318,0.0447454501852242,0.941277061118013,0.0281410489396116,0.0303885661806351,0.952980378380896,0.0373153101937846
"5",3.02089103768404,1.77570622638744,0.0125734785475279,0.00222627159401824,0.953051207296482,0.160916989891703,0.818306731860272,0.0561448416591687,0.0448258674159281,0.925563144964903,0.0563415291692176,1.92852971325191,1.61755683643161,0.0169707766160477,0.00246544784785496,0.952712147989682,0.260050591123392,0.696514043286353,0.0861035729649375,0.190956629690658,0.782269827777613,0.0478400622028246,1.15913256859057,0.757209065655237,0.0730341676895711,0.00716448756217034,0.892999441033949,0.0621037528917081,0.91281009687972,0.064731908332134,0.0132049170336033,0.964393254610679,0.0489180343883233
"6",2.79850506302141,1.81945988131166,0.0200121820723816,0.00239783308407955,0.931377877125289,0.232272690531313,0.73198064538561,0.052211040081291,0.054351811637398,0.916956595280459,0.0440627240476377,0.827204329431299,0.598707686770732,0.0993949506253038,0.00806405655939643,0.88774335545953,0.0276595265831866,0.943897126737526,0.0719758042999166,-0.000429376804562666,0.984747876191718,0.0370546448927546,0.991849105343103,0.688251868287755,0.0590387037077561,0.00499758177443478,0.920307293744768,0.0883138062655781,0.895533716418187,0.0452152790433771,0.00826716673910655,0.966214539759652,0.0564969964213308
"7",4.71291412869312,2.77564364617524,0.0159233168117522,0.00217092817583907,0.919503267100211,0.0678688091642198,0.917246256722447,0.0317589813018436,0.764037810741648,0.0733546456099349,0.106387632272681,3.05519308924642,1.97273821137055,0.0301082881658243,0.00189208939043749,0.914090686981324,0.0469986546359683,0.921168949931779,0.0795345061493924,0.0138680764358627,0.972081939852061,0.0309496262241493,1.67494423272956,1.07522700223504,0.0252560776581298,0.00355665994792964,0.943566415390372,0.176899442369052,0.79296010857746,0.0775746945099688,0.0797047413679331,0.884841443211218,0.0651967410087986
"8",0.977806989977324,0.867040613191609,0.0210371289493752,0.00566801219624127,0.944315557707708,0.156934181965796,0.800239758621375,0.0449034170697916,0.309161735912135,0.627653693581329,0.0428749205931238,2.55256248873313,2.4279779771681,0.00874553964682519,0.00169564810095988,0.959446039677814,0.0650803921458673,0.902940676564445,0.0602117227889773,0.171875530670902,0.806636729801732,0.022626030486162,1.11754974159117,0.85656237589606,0.0417629384454229,0.00531519727473842,0.927568602580653,0.0761825777169389,0.900995733060661,0.0530646195656058,0.0557879825490111,0.904436689303595,0.0805357716995066
"9",1.04238304556615,0.896803955082979,0.0601383085891698,0.00578643334955402,0.89600279204614,0.0434083647418836,0.919939911750349,0.0866158908899141,0.0589796069539638,0.90136918851526,0.0748526058338822,5.58521930144828,2.25440323785795,0.0133431297488209,0.00179225682239272,0.93075442787858,0.0429233819255955,0.950846113081144,0.0160965426822206,0.103977794442016,0.850930496695896,0.0491852144866013,1.90953303514096,1.33091648546926,0.0290577385219704,0.00349359464786401,0.934895848331213,0.0810632761933032,0.893866886410464,0.0686175721127062,0.0540052461319683,0.921257789814846,0.0493131764101217
"10",3.6353201017269,2.95242751707479,0.0183251508912929,0.00185132814412106,0.917765051576524,0.0672297862928668,0.906247914635484,0.058274095259949,0.13906612247513,0.843816314454986,0.00814026357895429,0.949002927266916,0.607451511764825,0.0379749105656776,0.00698203451891051,0.934883996569046,0.0579101635432699,0.928912572707525,0.0283907895386898,0.0899930942444814,0.866088104632018,0.0632841824098865,1.05477649010359,0.908275023787417,0.0411866430319877,0.00478422712094149,0.929980061734828,0.0619623783617241,0.901904602776039,0.0785439355742954,0.0246410927691674,0.959899268860216,0.0340021762843905
